Iteration,Reward,Cost_Rate,Lambda,Tx_Cost,Comp_Time
0,-651.2689,0.8125,1.00006125,1342.5343,37.8125
1,-639.7070225201604,0.78125,1.000119375,1330.0068,37.875
2,-632.777418779864,0.7625000000000001,1.000175625,1331.1704,37.916666666666664
3,-620.058907886113,0.728125,1.0002284375000001,1320.59,37.584375
4,-604.1060615423133,0.685,1.0002769375,1319.5948,37.08
5,-589.6206328535455,0.6458333333333334,1.0003215208333334,1325.709,36.40833333333334
6,-579.2729238382824,0.6178571428571429,1.0003633065476192,1326.1454,35.79642857142857
7,-568.6206576186797,0.5890625,1.000402212797619,1325.1235,34.846875
8,-558.282839944852,0.5611111111111111,1.0004383239087302,1330.2557,33.96944444444444
9,-549.5477162318667,0.5375,1.0004720739087303,1329.2672,33.26125
10,-542.8232051775998,0.5193181818181818,1.0005040057269121,1331.1222,32.58295454545454
11,-536.4507380665779,0.5020833333333333,1.0005342140602453,1336.8304,31.86145833333333
12,-530.703660212587,0.48653846153846164,1.0005628679063991,1343.1274,31.25096153846154
13,-524.1243610520631,0.46875000000000006,1.0005897429063992,1346.9133,30.564285714285713
14,-519.655898509229,0.4566666666666668,1.000615409573066,1349.0151,30.013333333333332
15,-512.3114839368831,0.44062500000000004,1.000639472073066,1342.904,29.4921875
16,-509.06288548197006,0.43161764705882355,1.000662633837772,1343.0262,29.061764705882354
17,-504.38877816370103,0.4201388888888889,1.0006846477266609,1340.8679,28.640972222222224
18,-499.24462209664927,0.40855263157894733,1.0007055029898189,1336.1837,28.20263157894737
19,-495.9786388459703,0.39937500000000004,1.000725440489819,1334.0563,27.823749999999997
20,-491.94517892895027,0.39047619047619053,1.0007444881088665,1329.6768,27.466666666666665
21,-487.24856948636256,0.38181818181818183,1.0007626699270484,1322.6941,27.11079545454545
22,-483.94024254041244,0.3739130434782609,1.0007800612313962,1319.805,26.784239130434777
23,-479.39992584169477,0.3661458333333334,1.0007966758147295,1311.9336,26.440104166666668
24,-475.94909532320037,0.35950000000000004,1.0008126258147296,1307.0149,26.151
25,-472.06143689361824,0.35240384615384623,1.000827866199345,1302.0903,25.871153846153845
26,-466.518908795707,0.34318181818181825,1.0008421843811632,1294.3074,25.46590909090909
27,-463.31130671598123,0.3381578947368421,1.000856000170637,1288.2671,25.239912280701752
28,-458.97278328583593,0.3308333333333333,1.0008690835039704,1282.3463,24.899583333333332
29,-456.4129520130558,0.3266129032258064,1.000881744794293,1278.0991,24.698790322580646
30,-453.87261207903737,0.32265625,1.000894010419293,1274.2493,24.502343749999998
31,-451.89591507927804,0.3189393939393939,1.000905904358687,1271.9236,24.310984848484846
32,-450.9597030332159,0.31507352941176464,1.0009174117116282,1273.1503,24.132352941176467
33,-449.0498637667883,0.3117857142857142,1.0009285902830567,1269.3618,23.952142857142853
34,-445.57537675350596,0.30684931506849317,1.0009392752145636,1261.6917,23.713356164383562
35,-443.4555611792167,0.304,1.0009496752145637,1256.4512,23.549000000000003
36,-441.2309206095862,0.3,1.0009596752145637,1251.8524,23.33205128205128
37,-439.6901097255694,0.29750000000000004,1.0009694252145638,1248.0582,23.203125
38,-438.55495064236044,0.29512195121951224,1.0009789374096858,1246.9485,23.0734756097561
39,-437.47355480809216,0.29285714285714287,1.0009882231239715,1245.2994,22.957440476190477
40,-435.9149927209257,0.2904069767441861,1.000997263821646,1241.1578,22.840116279069772
41,-434.9429276298291,0.28835227272727276,1.0010060990489187,1240.0045,22.729829545454546
42,-433.31641382378956,0.2854395604395605,1.0010146430049627,1235.7059,22.574725274725278
43,-431.5063338519398,0.2827127659574468,1.0010229142815583,1231.2178,22.422606382978728
44,-430.0495350858776,0.2809895833333334,1.0010310132398916,1227.3802,22.330729166666668
45,-428.65197291554887,0.2793367346938776,1.001038946913361,1223.2319,22.22908163265306
46,-427.58066163452185,0.27775,1.001046721913361,1220.0216,22.1345
47,-422.59844695799734,0.26550000000000007,1.001053271913361,1217.4612,21.734
48,-414.8692341723161,0.24875,1.0010581469133608,1210.1807,21.118000000000002
49,-410.45740465725726,0.23975000000000002,1.0010621219133609,1204.4111,20.7295
50,-404.22870643578045,0.22925,1.0010650469133608,1193.9694,20.19275
51,-401.47697650873596,0.22425,1.0010674719133608,1188.8778,19.89375
52,-398.54258507837324,0.21899999999999997,1.0010693719133608,1183.8955,19.602999999999998
53,-396.2534216448506,0.21525,1.0010708969133608,1179.1475,19.389999999999997
54,-393.0620841952791,0.21149999999999994,1.0010720469133607,1169.0724,19.120249999999995
55,-389.9535136097516,0.207,1.0010727469133607,1160.3667,18.860999999999997
56,-388.39363139432214,0.20425000000000001,1.0010731719133608,1155.0209,18.737749999999995
57,-386.2975194810761,0.20199999999999999,1.0010733719133607,1146.7831,18.616
58,-385.56795984875464,0.20124999999999996,1.0010734969133606,1141.4075,18.54
59,-384.19555254955594,0.19924999999999998,1.0010734969133606,1135.9713,18.450499999999998
60,-383.1129790134068,0.19924999999999998,1.0010734969133606,1129.1431,18.368499999999997
61,-381.0163557254551,0.19699999999999995,1.0010734969133606,1119.7286,18.234
62,-379.5733221299647,0.19699999999999995,1.0010734969133606,1111.4655,18.143500000000003
63,-378.8468147327375,0.19649999999999995,1.0010734969133606,1107.4917,18.0905
64,-378.2134255696892,0.19624999999999995,1.0010734969133606,1104.6404,18.03475
65,-377.85230973624357,0.19624999999999995,1.0010734969133606,1101.3695,17.990750000000002
66,-377.04060904145337,0.19624999999999995,1.0010734969133606,1096.8118,17.94425
67,-377.31011465200737,0.19625,1.0010734969133606,1094.7898,17.90925
68,-376.7713632889396,0.19649999999999998,1.0010734969133606,1091.165,17.8755
69,-376.77430283640655,0.19699999999999995,1.0010734969133606,1085.7566,17.8285
70,-376.5932785593115,0.19699999999999995,1.0010734969133606,1083.0103,17.8145
71,-376.32456418993644,0.19724999999999995,1.0010734969133606,1079.692,17.786749999999998
72,-376.0474102995059,0.19674999999999998,1.0010734969133606,1074.9314,17.76
73,-375.1445644065233,0.19674999999999998,1.0010734969133606,1068.1517,17.7265
74,-374.96306547268347,0.19674999999999998,1.0010734969133606,1064.642,17.712249999999997
75,-373.60744836048326,0.19649999999999998,1.0010734969133606,1057.7515,17.6855
76,-373.69425935287444,0.19625,1.0010734969133606,1056.245,17.68525
77,-374.05630851963264,0.19649999999999998,1.0010734969133606,1054.918,17.667999999999996
78,-373.96038615003323,0.19599999999999998,1.0010734969133606,1052.9625,17.6615
79,-374.31981152955865,0.19599999999999995,1.0010734969133606,1051.6377,17.6615
80,-373.5055097562097,0.19574999999999995,1.0010734969133606,1047.4883,17.637750000000004
81,-372.9637146445502,0.19574999999999995,1.0010734969133606,1043.4515,17.624750000000002
82,-372.32673636589226,0.19524999999999995,1.0010734969133606,1039.4952,17.6095
83,-372.23869678359216,0.19549999999999998,1.0010734969133606,1037.957,17.601000000000003
84,-371.4262512658422,0.19549999999999992,1.0010734969133606,1032.4978,17.580750000000002
85,-370.9749179189383,0.19549999999999992,1.0010734969133606,1029.4324,17.56575
86,-371.5153248868683,0.19549999999999992,1.0010734969133606,1030.3077,17.56975
87,-371.9653181555417,0.19549999999999992,1.0010734969133606,1030.3582,17.563
88,-372.4156394543047,0.19549999999999998,1.0010734969133606,1031.0741,17.5655
89,-372.5054486703019,0.19549999999999992,1.0010734969133606,1030.6614,17.57075
90,-371.78274672834675,0.19549999999999992,1.0010734969133606,1024.9734,17.56275
91,-371.2386651912192,0.19524999999999998,1.0010734969133606,1021.8086,17.553
92,-371.8696816763011,0.19524999999999995,1.0010734969133606,1024.0505,17.55925
93,-371.9595625934277,0.19524999999999995,1.0010734969133606,1023.8307,17.551
94,-371.7783772827037,0.19524999999999995,1.0010734969133606,1021.4226,17.539
95,-372.0504625231795,0.19549999999999992,1.0010734969133606,1020.5009,17.543750000000003
96,-371.86938344761705,0.19549999999999998,1.0010734969133606,1018.3197,17.550250000000002
97,-371.7726407274198,0.195,1.0010734969133606,1015.3423,17.53775
98,-372.04498392201384,0.19524999999999998,1.0010734969133606,1014.9227,17.5335
99,-371.9569229645207,0.19549999999999998,1.0010734969133606,1013.5656,17.53175
100,-372.1394092597134,0.19574999999999995,1.0010734969133606,1013.3925,17.51925
101,-372.2315871450991,0.19599999999999998,1.0010734969133606,1012.5845,17.516
102,-371.6928174221313,0.19624999999999995,1.0010734969133606,1009.6326,17.50225
103,-371.6029462152925,0.19624999999999995,1.0010734969133606,1009.85876,17.496000000000002
104,-371.3273959229646,0.19574999999999998,1.0010734969133606,1009.1319,17.49675
105,-371.4173180052444,0.19574999999999998,1.0010734969133606,1009.02045,17.489
106,-370.96623542179407,0.19574999999999995,1.0010734969133606,1006.69525,17.48275
107,-370.3293303785543,0.19524999999999998,1.0010734969133606,1003.164,17.47875
108,-370.77792008256625,0.195,1.0010734969133606,1005.7341,17.4905
109,-369.3305172992968,0.19449999999999995,1.0010734969133606,1000.8753,17.48575
110,-370.23412904231947,0.19474999999999998,1.0010734969133606,1003.2374,17.49025
111,-370.6846912722791,0.19474999999999995,1.0010734969133606,1004.54224,17.49275
112,-370.8647854738364,0.19474999999999995,1.0010734969133606,1004.8191,17.496
113,-371.135098126236,0.19474999999999995,1.0010734969133606,1005.5492,17.49475
114,-371.76843642499006,0.19499999999999995,1.0010734969133606,1007.24713,17.50125
115,-372.674582071693,0.19549999999999998,1.0010734969133606,1009.43506,17.500749999999996
