step,tx_cost,fulfill
1,89.74651,0.0
2,171.3751,0.0
3,244.10826,0.0
4,328.49738,0.0
5,408.43216,0.0
6,482.09088,0.0
7,553.162,0.0
8,644.0136,0.0
9,734.45135,0.0
10,822.79987,0.0
11,908.91833,0.0
12,997.8026,0.0
13,1078.0527,0.0
14,1159.4653,0.0
15,1227.2988,0.0
16,1297.1971,0.0
17,1377.1335,0.0
18,1464.2156,0.0
19,1560.0869,0.0
20,1656.9052,0.0
21,1749.9231,0.0
22,1845.7207,0.0
23,1947.2389,0.0
24,2046.4515,0.0
25,2150.1155,0.0
26,2257.0952,0.0
27,2359.0952,0.008333333333333333
28,2459.0952,0.016666666666666666
29,2555.0952,0.025
30,2652.1594,0.03333333333333333
31,2749.5364,0.09166666666666666
32,2849.1323,0.09166666666666666
33,2940.4163,0.09166666666666666
34,3028.7708,0.09166666666666666
35,3115.1611,0.1
36,3201.69,0.1
37,3294.4233,0.1
38,3379.2336,0.10833333333333334
39,3459.313,0.10833333333333334
40,3536.313,0.10833333333333334
41,3611.313,0.10833333333333334
42,3691.3706,0.10833333333333334
43,3772.981,0.125
44,3855.2224,0.14166666666666666
45,3943.7595,0.14166666666666666
46,4031.4722,0.14166666666666666
47,4117.286,0.15
48,4203.21,0.16666666666666666
49,4286.7896,0.19166666666666668
50,4369.2617,0.19166666666666668
51,4451.261,0.2
52,4532.252,0.20833333333333334
53,4606.2065,0.21666666666666667
54,4677.184,0.24166666666666667
55,4754.3467,0.26666666666666666
56,4827.8374,0.26666666666666666
57,4899.29,0.26666666666666666
58,4976.429,0.26666666666666666
59,5050.429,0.26666666666666666
60,5120.429,0.26666666666666666
61,5199.4863,0.275
62,5272.0586,0.3
63,5344.0586,0.35
64,5414.0586,0.35
65,5484.0586,0.35
66,5552.0586,0.35
67,5616.0825,0.4
68,5684.0825,0.45
69,5746.0825,0.45
70,5807.0825,0.45
71,5867.0825,0.4583333333333333
72,5927.0825,0.4666666666666667
73,5987.0825,0.5833333333333334
74,6044.0825,0.6166666666666667
75,6098.0825,0.6166666666666667
76,6150.0825,0.675
77,6192.0825,0.675
78,6228.0825,0.7333333333333333
79,6265.0825,0.75
80,6305.0825,0.75
81,6345.0825,0.75
82,6384.0825,0.775
83,6423.0825,0.775
84,6462.0874,0.7833333333333333
85,6502.0884,0.7916666666666666
86,6538.0884,0.8
87,6568.0884,0.8
