step,tx_cost,fulfill
1,367.04465,0.0
2,746.90283,0.0
3,1123.7861,0.0
4,1493.7719,0.0
5,1851.9872,0.0
6,2217.5835,0.0
7,2597.2886,0.0125
8,2984.2405,0.01875
9,3374.6233,0.03125
10,3752.8955,0.03125
11,4131.3354,0.0625
12,4511.1753,0.0875
13,4901.1157,0.14375
14,5265.5264,0.18125
15,5621.5327,0.20625
16,5974.305,0.2375
17,6337.107,0.25
18,6696.891,0.28125
19,7052.5234,0.31875
20,7414.041,0.3375
21,7779.001,0.375
22,8146.786,0.4125
23,8533.241,0.43125
24,8917.432,0.44375
25,9297.794,0.46875
26,9698.555,0.46875
27,10099.658,0.48125
28,10503.87,0.4875
29,10915.284,0.49375
30,11345.705,0.50625
31,11764.845,0.5375
32,12193.785,0.575
33,12630.195,0.575
34,13074.174,0.575
35,13513.852,0.575
36,13945.908,0.575
37,14388.276,0.5875
38,14817.574,0.6125
39,15239.02,0.61875
40,15645.961,0.63125
41,16063.219,0.65625
42,16482.615,0.7
43,16897.78,0.71875
44,17313.951,0.7375
45,17725.77,0.75625
46,18138.945,0.78125
47,18550.035,0.79375
48,18958.78,0.8
49,19386.082,0.83125
