step,tx_cost,fulfill
1,396.0,0.0
2,802.0,0.0
3,1216.0,0.0
4,1633.0,0.0
5,2058.0,0.0
6,2494.0,0.0
7,2926.0,0.0
8,3358.0,0.0125
9,3786.0,0.025
10,4209.0,0.0375
11,4618.0,0.075
12,5007.0,0.1
13,5400.0,0.125
14,5802.0,0.1375
15,6209.0,0.1375
16,6625.0,0.1625
17,7024.0,0.1875
18,7408.0,0.2
19,7813.0,0.2125
20,8227.0,0.225
21,8636.0,0.2375
22,9049.0,0.25
23,9473.0,0.25
24,9905.0,0.25
25,10325.0,0.2625
26,10778.0,0.2625
27,11253.0,0.2625
28,11724.0,0.2625
29,12189.0,0.2625
30,12653.0,0.2625
31,13121.0,0.2625
32,13592.0,0.2625
33,14064.0,0.2625
34,14557.0,0.2625
35,15035.0,0.2625
36,15501.0,0.2625
37,15950.0,0.275
38,16397.0,0.325
39,16836.0,0.3375
40,17261.0,0.3625
41,17692.0,0.3625
42,18133.0,0.375
43,18579.0,0.3875
44,19041.0,0.4
45,19497.0,0.4
46,19929.0,0.4125
47,20374.0,0.425
48,20813.0,0.425
49,21256.0,0.4375
50,21693.0,0.45
51,22122.0,0.45
52,22550.0,0.4625
53,22979.0,0.475
54,23405.0,0.5125
55,23834.0,0.5125
56,24241.0,0.575
57,24649.0,0.6
58,25052.0,0.6375
59,25453.0,0.6375
60,25854.0,0.65
61,26246.0,0.65
62,26653.0,0.6625
63,27083.0,0.6875
64,27521.0,0.7
65,27956.0,0.725
66,28380.0,0.75
67,28821.0,0.7625
68,29292.0,0.7625
69,29757.0,0.7625
70,30213.0,0.7625
71,30659.0,0.7625
72,31090.0,0.7625
73,31525.0,0.7625
74,31980.0,0.7625
75,32442.0,0.7625
76,32898.0,0.7625
77,33347.0,0.7625
78,33800.0,0.7625
79,34244.0,0.7625
80,34670.0,0.7625
81,35102.0,0.7625
82,35538.0,0.7625
83,35975.0,0.7625
84,36410.0,0.7625
85,36856.0,0.775
86,37316.0,0.775
87,37751.0,0.775
88,38170.0,0.775
89,38594.0,0.775
90,39017.0,0.775
91,39425.0,0.775
92,39828.0,0.7875
93,40229.0,0.7875
94,40636.0,0.7875
95,41043.0,0.7875
96,41453.0,0.7875
97,41867.0,0.7875
98,42272.0,0.7875
99,42674.0,0.7875
100,43082.0,0.7875
101,43497.0,0.7875
102,43886.0,0.7875
103,44287.0,0.7875
104,44699.0,0.7875
105,45135.0,0.7875
106,45564.0,0.7875
107,45988.0,0.7875
108,46427.0,0.7875
109,46881.0,0.7875
110,47339.0,0.7875
111,47796.0,0.7875
112,48233.0,0.7875
113,48656.0,0.7875
114,49076.0,0.7875
115,49495.0,0.7875
116,49919.0,0.7875
117,50332.0,0.7875
118,50745.0,0.7875
119,51163.0,0.7875
120,51576.0,0.7875
121,51992.0,0.7875
122,52413.0,0.7875
123,52838.0,0.7875
124,53273.0,0.7875
125,53697.0,0.7875
126,54130.0,0.7875
127,54551.0,0.8
128,54955.0,0.8
