step,tx_cost,fulfill
1,0.0,0.0
2,1861.9407,0.0
3,3583.9475,0.0
4,3865.223,0.0
5,5571.826,0.0
6,7297.6357,0.0375
7,8953.069,0.1125
8,10681.826,0.1375
9,12026.085,0.2
10,12418.819,0.2
11,14117.008,0.225
12,15881.687,0.25625
13,17585.113,0.30625
14,19309.875,0.35
15,20628.62,0.375
16,21119.275,0.38125
17,22631.498,0.40625
18,24177.953,0.4125
19,25666.822,0.44375
20,27082.87,0.49375
21,28252.611,0.5125
22,28816.084,0.53125
23,30118.854,0.55625
24,31522.312,0.575
25,32761.021,0.5875
26,34171.984,0.6
27,35509.098,0.6375
28,36466.094,0.65
29,37885.73,0.65625
30,39428.0,0.6875
31,40758.156,0.7125
32,42361.38,0.7375
33,43922.36,0.76875
34,45308.453,0.7875
35,46715.195,0.7875
36,48246.582,0.8
37,49767.54,0.8
