step,tx_cost,fulfill
1,248.0,0.0
2,508.0,0.0
3,765.0,0.0
4,1023.0,0.0
5,1281.0,0.0
6,1543.0,0.0
7,1812.0,0.0
8,2085.0,0.0
9,2367.0,0.0
10,2643.0,0.0
11,2922.0,0.025
12,3209.0,0.075
13,3492.0,0.1
14,3788.0,0.125
15,4089.0,0.15
16,4399.0,0.15
17,4728.0,0.2
18,5045.0,0.225
19,5362.0,0.225
20,5679.0,0.225
21,6009.0,0.225
22,6338.0,0.225
23,6683.0,0.225
24,7016.0,0.225
25,7342.0,0.225
26,7660.0,0.3
27,7983.0,0.325
28,8315.0,0.35
29,8654.0,0.35
30,8978.0,0.35
31,9308.0,0.35
32,9640.0,0.35
33,9958.0,0.35
34,10278.0,0.35
35,10593.0,0.35
36,10911.0,0.35
37,11227.0,0.35
38,11535.0,0.35
39,11837.0,0.35
40,12134.0,0.35
41,12434.0,0.375
42,12751.0,0.375
43,13079.0,0.4
44,13400.0,0.4
45,13720.0,0.4
46,14043.0,0.45
47,14360.0,0.45
48,14682.0,0.45
49,15008.0,0.5
50,15331.0,0.5
51,15663.0,0.525
52,15994.0,0.525
53,16323.0,0.55
54,16640.0,0.55
55,16953.0,0.575
56,17280.0,0.575
57,17615.0,0.575
58,17973.0,0.575
59,18325.0,0.6
60,18670.0,0.625
61,19013.0,0.625
62,19358.0,0.625
63,19712.0,0.625
64,20086.0,0.625
65,20440.0,0.625
66,20777.0,0.625
67,21126.0,0.625
68,21467.0,0.65
69,21813.0,0.65
70,22141.0,0.65
71,22474.0,0.675
72,22806.0,0.7
73,23133.0,0.7
74,23448.0,0.7
75,23766.0,0.7
76,24079.0,0.7
77,24404.0,0.7
78,24729.0,0.725
79,25051.0,0.725
80,25366.0,0.725
81,25680.0,0.725
82,26004.0,0.725
83,26344.0,0.725
84,26681.0,0.725
85,27019.0,0.75
86,27349.0,0.775
87,27679.0,0.775
88,28012.0,0.775
89,28334.0,0.775
90,28676.0,0.775
91,29018.0,0.775
92,29363.0,0.775
93,29717.0,0.775
94,30072.0,0.775
95,30417.0,0.775
96,30758.0,0.775
97,31116.0,0.775
98,31473.0,0.775
99,31838.0,0.775
100,32185.0,0.775
101,32528.0,0.775
102,32867.0,0.775
103,33205.0,0.775
104,33573.0,0.775
105,33945.0,0.775
106,34295.0,0.775
107,34654.0,0.775
108,34998.0,0.775
109,35332.0,0.775
110,35677.0,0.775
111,36024.0,0.775
112,36376.0,0.775
113,36710.0,0.775
114,37042.0,0.775
115,37368.0,0.775
116,37689.0,0.775
117,38013.0,0.775
118,38369.0,0.775
119,38721.0,0.775
120,39063.0,0.775
121,39393.0,0.775
122,39723.0,0.775
123,40060.0,0.775
124,40411.0,0.8
125,40764.0,0.8
