step,tx_cost,fulfill
1,243.38403,0.0
2,507.11337,0.0
3,766.7163,0.0
4,1023.4015,0.0
5,1279.1461,0.0
6,1531.7244,0.0
7,1788.2626,0.0
8,2054.3916,0.0
9,2328.1057,0.1
10,2604.2224,0.1
11,2876.7412,0.1
12,3147.528,0.2
13,3421.461,0.3
14,3702.0283,0.4
15,3978.7178,0.4
16,4257.813,0.4
17,4537.5522,0.4
18,4800.79,0.4
19,5069.0645,0.4
20,5340.0767,0.4
21,5606.7505,0.4
22,5875.6724,0.4
23,6140.739,0.4
24,6411.8984,0.4
25,6676.7056,0.4
26,6939.394,0.4
27,7198.8315,0.4
28,7464.69,0.4
29,7723.465,0.4
30,7983.835,0.4
31,8242.912,0.4
32,8499.214,0.4
33,8767.361,0.4
34,9032.448,0.4
35,9304.734,0.4
36,9576.215,0.4
37,9845.583,0.4
38,10114.618,0.4
39,10381.618,0.4
40,10642.208,0.4
41,10906.046,0.4
42,11169.905,0.4
43,11448.645,0.4
44,11736.912,0.4
45,12024.701,0.4
46,12314.437,0.4
47,12598.071,0.4
48,12884.217,0.4
49,13176.952,0.4
50,13467.987,0.4
51,13759.273,0.4
52,14061.579,0.5
53,14357.572,0.5
54,14651.082,0.5
55,14945.26,0.6
56,15232.663,0.7
57,15521.643,0.7
58,15807.925,0.7
59,16085.203,0.7
60,16357.9375,0.7
61,16630.887,0.7
62,16906.324,0.7
63,17193.56,0.7
64,17476.094,0.7
65,17766.332,0.7
66,18047.52,0.7
67,18319.217,0.7
68,18590.828,0.7
69,18852.719,0.7
70,19114.2,0.8
71,19389.12,0.8
