step,tx_cost,fulfill
1,266.14032,0.0
2,535.30804,0.0
3,802.7179,0.0
4,1075.8077,0.0
5,1340.9072,0.0
6,1625.2975,0.0
7,1910.1445,0.025
8,2211.6414,0.0625
9,2529.9163,0.0875
10,2845.1306,0.0875
11,3159.3655,0.1
12,3470.8247,0.1375
13,3782.2031,0.15
14,4094.1462,0.15
15,4404.3013,0.1875
16,4719.2417,0.2
17,5018.5684,0.2375
18,5305.16,0.25
19,5597.7104,0.25
20,5882.676,0.25
21,6154.446,0.2625
22,6426.2114,0.275
23,6707.9263,0.275
24,6989.639,0.2875
25,7262.834,0.2875
26,7541.6274,0.325
27,7820.817,0.375
28,8099.9946,0.4
29,8375.809,0.425
30,8647.861,0.4375
31,8915.674,0.4375
32,9179.1875,0.5
33,9442.6875,0.5625
34,9702.4,0.575
35,9962.619,0.6
36,10244.5205,0.6
37,10532.151,0.625
38,10815.5205,0.675
39,11098.857,0.675
40,11383.096,0.675
41,11666.395,0.6875
42,11954.451,0.6875
43,12251.824,0.7125
44,12554.339,0.7375
45,12872.544,0.7375
46,13186.542,0.7375
47,13510.737,0.7375
48,13834.542,0.7375
49,14170.282,0.7375
50,14507.413,0.7375
51,14852.58,0.7375
52,15190.993,0.7375
53,15519.154,0.7375
54,15839.319,0.7375
55,16164.2705,0.7375
56,16493.436,0.7375
57,16804.555,0.7375
58,17097.725,0.7375
59,17384.143,0.75
60,17666.705,0.775
61,17954.014,0.8
62,18245.584,0.8375
