step,tx_cost,fulfill
1,90.36832,0.0
2,177.52975,0.0
3,230.89923,0.0
4,280.62262,0.0
5,329.5561,0.0
6,377.2124,0.1
7,466.06354,0.3
8,548.08453,0.4
9,597.36005,0.4
10,646.6086,0.4
11,695.61755,0.4
12,741.2063,0.4
13,824.0138,0.4
14,899.5121,0.4
15,926.82227,0.5
16,953.63965,0.5
17,980.9946,0.5
18,1006.34625,0.5
19,1057.9401,0.5
20,1101.9521,0.5
21,1118.5443,0.5
22,1137.1854,0.5
23,1159.315,0.5
24,1186.7988,0.5
25,1248.9929,0.5
26,1310.9713,0.6
27,1340.0225,0.6
28,1368.1859,0.6
29,1402.3265,0.6
30,1436.4358,0.6
31,1508.916,0.7
32,1574.7689,0.7
33,1605.5428,0.7
34,1638.9662,0.7
35,1670.2119,0.7
36,1699.2119,0.7
37,1764.4327,0.7
38,1819.8431,0.7
39,1846.4427,0.7
40,1874.8324,0.7
41,1901.5017,0.7
42,1927.536,0.7
43,1984.7655,0.7
44,2039.6306,0.7
45,2067.8223,0.7
46,2097.0613,0.7
47,2125.0261,0.8
48,2152.0574,0.8
