step,tx_cost,fulfill
1,485.0,0.0
2,950.0,0.0
3,1415.0,0.01
4,1890.0,0.065
5,2355.0,0.16
6,2835.0,0.2175
7,3305.0,0.2975
8,3775.0,0.3125
9,4245.0,0.315
10,4730.0,0.3175
11,5220.0,0.3225
12,5745.0,0.33
13,6240.0,0.34
14,6725.0,0.345
15,7215.0,0.345
16,7720.0,0.35
17,8240.0,0.3575
18,8740.0,0.36
19,9240.0,0.3675
20,9725.0,0.3675
21,10200.0,0.3675
22,10690.0,0.3675
23,11170.0,0.3675
24,11660.0,0.3675
25,12165.0,0.37
26,12620.0,0.3725
27,13095.0,0.3725
28,13570.0,0.3725
29,14070.0,0.3725
30,14600.0,0.3725
31,15105.0,0.375
32,15600.0,0.375
33,16100.0,0.375
34,16610.0,0.375
35,17100.0,0.375
36,17610.0,0.375
37,18105.0,0.375
38,18600.0,0.375
39,19090.0,0.375
40,19595.0,0.375
41,20080.0,0.38
42,20570.0,0.385
43,21045.0,0.3875
44,21510.0,0.3875
45,21990.0,0.3875
46,22485.0,0.3925
47,23000.0,0.395
48,23525.0,0.395
49,24045.0,0.3975
50,24555.0,0.4025
51,25045.0,0.405
52,25520.0,0.4075
53,26005.0,0.4075
54,26515.0,0.4075
55,27030.0,0.41
56,27555.0,0.415
57,28080.0,0.415
58,28630.0,0.4175
59,29125.0,0.42
60,29620.0,0.425
61,30120.0,0.425
62,30610.0,0.4325
63,31140.0,0.435
64,31665.0,0.435
65,32185.0,0.435
66,32735.0,0.4375
67,33280.0,0.44
68,33810.0,0.4425
69,34330.0,0.4425
70,34845.0,0.4425
71,35365.0,0.4425
72,35920.0,0.4425
73,36480.0,0.455
74,37005.0,0.455
75,37520.0,0.4625
76,38035.0,0.4675
77,38555.0,0.475
78,39080.0,0.4775
79,39615.0,0.48
80,40150.0,0.48
81,40715.0,0.485
82,41270.0,0.4925
83,41835.0,0.4925
84,42395.0,0.4925
85,42965.0,0.4975
86,43525.0,0.505
87,44100.0,0.505
88,44660.0,0.5075
89,45200.0,0.51
90,45770.0,0.5125
