step,tx_cost,fulfill
1,0.0,0.0
2,410.8794,0.0
3,716.93823,0.0
4,1075.5607,0.0
5,1411.513,0.0
6,1857.3348,0.0
7,2198.5024,0.0
8,2688.6604,0.0
9,3084.9214,0.0
10,3518.5908,0.0
11,3928.024,0.0
12,4423.691,0.0
13,4830.3545,0.008333333333333333
14,5331.865,0.016666666666666666
15,5787.843,0.041666666666666664
16,6251.4995,0.05
17,6696.2505,0.058333333333333334
18,7166.022,0.06666666666666667
19,7549.04,0.06666666666666667
20,7993.337,0.06666666666666667
21,8397.134,0.075
22,8801.12,0.08333333333333333
23,9204.047,0.08333333333333333
24,9611.463,0.08333333333333333
25,9973.327,0.09166666666666666
26,10372.109,0.09166666666666666
27,10757.454,0.1
28,11113.763,0.1
29,11495.411,0.1
30,11863.236,0.10833333333333334
31,12229.727,0.10833333333333334
32,12595.843,0.10833333333333334
33,12972.055,0.11666666666666667
34,13299.468,0.11666666666666667
35,13645.238,0.125
36,13978.795,0.125
37,14325.684,0.13333333333333333
38,14653.868,0.13333333333333333
39,14978.828,0.13333333333333333
40,15286.251,0.13333333333333333
41,15609.772,0.14166666666666666
42,15951.765,0.15
43,16289.475,0.15
44,16636.953,0.15
45,17012.832,0.15
46,17386.062,0.15
47,17757.383,0.15
48,18136.2,0.15
49,18511.703,0.15833333333333333
50,18914.021,0.16666666666666666
51,19313.201,0.16666666666666666
52,19737.227,0.16666666666666666
53,20161.992,0.16666666666666666
54,20578.041,0.16666666666666666
55,21010.105,0.175
56,21448.15,0.18333333333333332
57,21866.385,0.18333333333333332
58,22293.646,0.18333333333333332
59,22712.395,0.18333333333333332
60,23118.898,0.18333333333333332
61,23504.795,0.2
62,23920.266,0.20833333333333334
63,24334.525,0.21666666666666667
64,24747.566,0.225
65,25153.404,0.23333333333333334
66,25583.426,0.24166666666666667
67,26001.54,0.24166666666666667
68,26412.955,0.25
69,26791.17,0.2833333333333333
70,27196.719,0.2916666666666667
71,27593.854,0.3
72,28003.693,0.30833333333333335
73,28413.83,0.30833333333333335
74,28792.777,0.3333333333333333
75,29176.746,0.3416666666666667
76,29532.79,0.3416666666666667
77,29918.945,0.3416666666666667
78,30266.139,0.3416666666666667
79,30627.11,0.35
80,30985.076,0.35
81,31384.736,0.35
82,31761.47,0.35
83,32152.607,0.35
84,32532.342,0.35
85,32946.73,0.35
86,33334.49,0.35
87,33762.434,0.35
88,34184.133,0.35
89,34628.79,0.35
90,35052.473,0.35
