step,tx_cost,fulfill
1,130.0,0.0
2,270.0,0.0
3,402.0,0.0
4,532.0,0.0
5,663.0,0.0
6,791.0,0.0
7,923.0,0.0
8,1058.0,0.0
9,1201.0,0.0
10,1354.0,0.0
11,1525.0,0.0
12,1710.0,0.1
13,1894.0,0.1
14,2078.0,0.1
15,2261.0,0.1
16,2448.0,0.1
17,2635.0,0.1
18,2810.0,0.1
19,2977.0,0.1
20,3139.0,0.2
21,3324.0,0.3
22,3512.0,0.3
23,3701.0,0.3
24,3899.0,0.3
25,4097.0,0.3
26,4300.0,0.3
27,4513.0,0.3
28,4731.0,0.3
29,4957.0,0.3
30,5169.0,0.3
31,5372.0,0.3
32,5563.0,0.3
33,5751.0,0.3
34,5943.0,0.3
35,6134.0,0.3
36,6309.0,0.3
37,6482.0,0.4
38,6649.0,0.5
39,6809.0,0.5
40,6965.0,0.5
41,7121.0,0.5
42,7274.0,0.5
43,7429.0,0.6
44,7584.0,0.6
45,7738.0,0.7
46,7888.0,0.7
47,8036.0,0.7
48,8182.0,0.7
49,8356.0,0.7
50,8525.0,0.7
51,8707.0,0.7
52,8899.0,0.8
53,9102.0,0.8
