Iteration,Reward,Cost_Rate,Lambda,Tx_Cost,Comp_Time
0,-259.583,0.19999999999999996,1.0001,17556.527,46.5375
1,-268.6792998493087,0.23749999999999996,1.0002375,17385.855,50.431250000000006
2,-257.8199911986505,0.22916666666666663,1.0003666666666666,16966.107,49.85
3,-230.87485383614512,0.23124999999999996,1.0004979166666665,15359.4,48.509375000000006
4,-209.67228865402285,0.22272727272727266,1.0006206439393939,14258.131,48.66363636363636
5,-199.7889160295578,0.2288461538461538,1.00074949009324,13565.276,49.44615384615384
6,-193.2509164510749,0.24166666666666667,1.0008911567599068,12945.907,49.721666666666664
7,-179.7665400979982,0.2426470588235294,1.0010338038187303,12108.109,49.98088235294117
8,-159.01003526198198,0.23625000000000002,1.0011700538187303,11005.777,49.903749999999995
9,-148.49679334686883,0.2340909090909091,1.0013041447278213,10417.962,49.46136363636363
10,-141.06222398213805,0.23958333333333334,1.0014437280611546,9882.335,49.959375
11,-131.44081260078403,0.23461538461538464,1.00157834344577,9411.515,49.594230769230776
12,-124.70017964747991,0.23571428571428574,1.0017140577314843,8989.8545,49.7982142857143
13,-116.26716297627222,0.2325,1.0018465577314843,8572.974,49.60000000000001
14,-105.06702960276738,0.22803030303030303,1.0019745880345146,7988.9546,49.30075757575758
15,-100.35659508676572,0.22999999999999998,1.0021045880345145,7679.065,49.56857142857143
16,-96.41826572149422,0.23175675675675675,1.0022363447912712,7402.854,49.60202702702703
17,-94.94543511715906,0.2403846153846154,1.002376729406656,7139.8203,49.965384615384615
18,-90.45734597309105,0.2396341463414634,1.0025163635529974,6892.376,49.865243902439026
19,-82.21085416416621,0.23611111111111102,1.0026524746641086,6460.886,48.98500000000001
20,-79.08656991240301,0.23510638297872336,1.0027875810470872,6290.339,48.85425531914894
21,-77.53519870288521,0.23928571428571427,1.0029268667613729,6109.265,49.16224489795919
22,-73.32896250497552,0.23798076923076922,1.0030648475306037,5882.4575,48.88076923076923
23,-71.59563019689547,0.23935185185185184,1.0032041993824554,5749.898,48.942129629629626
24,-67.51053982193241,0.23728070175438598,1.0033414800842098,5544.374,48.8890350877193
25,-64.81379717836545,0.23708333333333334,1.0034785634175432,5384.336,48.83708333333333
26,-63.000175400603844,0.23669354838709675,1.0036152569659302,5278.1807,48.75322580645161
