step,tx_cost,fulfill
1,202.0,0.0
2,408.0,0.0
3,618.0,0.0
4,832.0,0.0
5,1048.0,0.0
6,1273.0,0.0
7,1499.0,0.0
8,1726.0,0.0
9,1949.0,0.0
10,2178.0,0.0
11,2414.0,0.05
12,2654.0,0.075
13,2906.0,0.075
14,3159.0,0.1
15,3417.0,0.125
16,3668.0,0.125
17,3925.0,0.125
18,4179.0,0.125
19,4440.0,0.15
20,4709.0,0.15
21,4967.0,0.15
22,5229.0,0.15
23,5481.0,0.15
24,5738.0,0.15
25,5991.0,0.15
26,6241.0,0.15
27,6495.0,0.15
28,6765.0,0.175
29,7036.0,0.175
30,7312.0,0.175
31,7590.0,0.175
32,7871.0,0.2
33,8163.0,0.2
34,8465.0,0.2
35,8755.0,0.2
36,9041.0,0.225
37,9306.0,0.225
38,9570.0,0.225
39,9826.0,0.275
40,10082.0,0.3
41,10329.0,0.325
42,10566.0,0.325
43,10801.0,0.325
44,11044.0,0.35
45,11286.0,0.35
46,11540.0,0.4
47,11791.0,0.4
48,12030.0,0.4
49,12279.0,0.45
50,12526.0,0.45
51,12794.0,0.5
52,13076.0,0.525
53,13353.0,0.575
54,13625.0,0.575
55,13895.0,0.625
56,14156.0,0.65
57,14425.0,0.675
58,14712.0,0.675
59,14995.0,0.7
60,15281.0,0.7
61,15562.0,0.7
62,15842.0,0.7
63,16123.0,0.7
64,16401.0,0.7
65,16687.0,0.7
66,16955.0,0.7
67,17241.0,0.7
68,17527.0,0.7
69,17809.0,0.7
70,18085.0,0.7
71,18375.0,0.7
72,18660.0,0.7
73,18958.0,0.725
74,19265.0,0.75
75,19565.0,0.75
76,19850.0,0.75
77,20125.0,0.75
78,20403.0,0.75
79,20680.0,0.75
80,20946.0,0.75
81,21220.0,0.75
82,21496.0,0.75
83,21759.0,0.75
84,22020.0,0.75
85,22276.0,0.75
86,22540.0,0.775
87,22806.0,0.775
88,23059.0,0.775
89,23316.0,0.775
90,23580.0,0.775
