step,tx_cost,fulfill
1,285.5282,0.0
2,586.9666,0.0
3,884.4249,0.0
4,1178.1262,0.0
5,1463.4426,0.0
6,1764.9014,0.0375
7,2070.364,0.0375
8,2381.7246,0.1
9,2696.3884,0.1125
10,3006.9033,0.1625
11,3324.343,0.175
12,3644.7026,0.2
13,3979.9648,0.2625
14,4307.09,0.2625
15,4642.927,0.2625
16,4975.9575,0.275
17,5309.61,0.3
18,5634.675,0.3
19,5954.1167,0.3125
20,6275.9126,0.325
21,6589.1064,0.325
22,6900.6484,0.325
23,7223.89,0.325
24,7547.128,0.325
25,7867.314,0.325
26,8186.5186,0.325
27,8503.453,0.325
28,8824.679,0.325
29,9141.65,0.325
30,9478.473,0.325
31,9810.65,0.3375
32,10147.512,0.3375
33,10476.888,0.35
34,10797.665,0.35
35,11119.274,0.375
36,11440.931,0.3875
37,11755.278,0.425
38,12076.211,0.5
39,12402.328,0.5
40,12717.451,0.5125
41,13022.82,0.5375
42,13339.851,0.5375
43,13656.938,0.5625
44,13979.189,0.575
45,14304.404,0.6125
46,14618.594,0.6125
47,14944.342,0.6125
48,15277.97,0.625
49,15616.321,0.6375
50,15959.755,0.6625
51,16296.558,0.675
52,16630.918,0.675
53,16978.39,0.7375
54,17318.422,0.7375
55,17652.615,0.7625
56,17988.785,0.7875
57,18330.367,0.8
58,18674.717,0.8125
