step,tx_cost,fulfill
1,0.0,0.0
2,155.9968,0.0
3,322.8682,0.0
4,482.504,0.0
5,642.26764,0.0
6,798.0048,0.0
7,957.3054,0.005
8,1125.2689,0.05
9,1297.0419,0.09
10,1466.5735,0.145
11,1628.4246,0.205
12,1791.2618,0.24
13,1963.2688,0.27
14,2139.1077,0.285
15,2311.382,0.295
16,2484.9841,0.3
17,2658.8782,0.3
18,2822.7148,0.3
19,2994.0417,0.3
20,3165.111,0.3
21,3326.28,0.3
22,3479.5103,0.3
23,3635.7502,0.3
24,3793.919,0.3
25,3972.8542,0.3
26,4159.43,0.3
27,4343.0903,0.3
28,4528.0854,0.3
29,4703.008,0.3
30,4874.7427,0.3
31,5048.788,0.3
32,5226.1367,0.3
33,5403.007,0.3
34,5570.5586,0.3
35,5743.6543,0.3
36,5914.1943,0.3
37,6087.9224,0.3
38,6261.853,0.3
39,6438.4966,0.3
40,6619.0244,0.3
41,6789.858,0.3
42,6967.5635,0.3
43,7147.667,0.3
44,7334.311,0.3
45,7510.539,0.3
46,7684.1523,0.3
47,7855.9316,0.3
48,8027.588,0.3
49,8202.779,0.3
50,8379.77,0.3
51,8553.238,0.3
52,8718.393,0.3
53,8888.849,0.3
54,9055.071,0.3
55,9231.664,0.3
56,9415.848,0.3
57,9596.72,0.3
58,9775.053,0.3
59,9951.011,0.3
60,10131.115,0.3
61,10305.288,0.3
62,10506.872,0.3
63,10701.552,0.3
64,10899.289,0.3
65,11096.166,0.3
66,11288.118,0.3
67,11475.25,0.315
68,11669.312,0.32
69,11853.57,0.325
70,12049.099,0.335
71,12243.304,0.335
72,12435.95,0.335
73,12635.431,0.34
74,12845.348,0.345
75,13048.161,0.35
76,13257.419,0.35
77,13463.801,0.35
78,13669.631,0.355
79,13872.455,0.355
80,14085.214,0.355
81,14294.882,0.355
82,14491.322,0.355
83,14684.263,0.36
84,14878.044,0.36
85,15065.502,0.36
86,15265.16,0.36
87,15471.951,0.36
88,15682.825,0.36
89,15889.532,0.36
90,16095.797,0.36
