step,tx_cost,fulfill
0,0.0626,0.0
1,0.2126,0.0
2,15.5225,0.0001
3,27.7777,0.0114
4,37.0941,0.0114
5,37.2332,0.0114
6,37.368,0.0114
7,37.526,0.0114
8,57.4804,0.0197
9,57.6673,0.0197
10,57.846,0.0197
11,58.0095,0.0197
12,60.3997,0.0197
13,65.3045,0.0245
14,65.4663,0.0245
15,85.165,0.0254
16,85.3387,0.0254
17,85.5155,0.0254
18,85.6868,0.0254
19,85.8511,0.0254
20,86.0258,0.0254
21,86.2209,0.0254
22,90.9002,0.0254
23,108.5009,0.0309
24,111.3729,0.0309
25,116.4491,0.0349
26,121.3459,0.0378
27,163.302,0.0438
28,173.4899,0.0442
29,192.9459,0.0451
30,193.1386,0.0451
31,193.3427,0.0451
32,193.5473,0.0451
33,216.5597,0.0508
34,230.8624,0.0516
35,256.0848,0.0617
36,258.7626,0.0619
37,271.1767,0.068
38,280.1582,0.0681
39,315.2284,0.0816
40,315.4179,0.0816
41,330.488,0.0818
42,330.675,0.0818
43,330.8695,0.0818
44,331.0553,0.0818
45,351.2283,0.0907
46,351.3943,0.0907
47,351.5652,0.0907
48,351.7855,0.0907
49,361.0804,0.0941
50,361.2414,0.0941
51,361.4056,0.0941
52,366.5686,0.0942
53,398.9896,0.0944
54,399.1377,0.0944
55,399.2827,0.0944
56,399.4251,0.0944
57,399.5675,0.0944
58,399.7115,0.0944
59,399.8557,0.0944
60,403.5161,0.1013
61,409.4592,0.1014
62,409.6051,0.1014
63,409.7626,0.1014
64,409.9242,0.1014
65,410.0836,0.1014
66,410.2395,0.1014
67,410.3935,0.1014
68,410.5432,0.1014
69,414.7622,0.1047
70,423.5423,0.1048
71,423.6631,0.1048
72,423.7774,0.1048
73,423.906,0.1048
74,424.0544,0.1048
75,424.208,0.1048
76,424.3534,0.1048
77,424.4807,0.1048
78,424.594,0.1048
79,424.714,0.1048
80,433.9878,0.1051
81,453.8145,0.1159
82,463.9745,0.116
83,464.1058,0.116
84,464.212,0.116
85,464.3415,0.116
86,464.4977,0.116
87,468.1087,0.117
88,471.4626,0.117
89,471.5616,0.117
