step,tx_cost,fulfill
0,0.4198,0.0
1,4.6164,0.0027
2,5.6446,0.0027
3,6.7635,0.0027
4,7.971,0.0027
5,9.2338,0.0027
6,10.3914,0.0027
7,15.2282,0.0028
8,21.1964,0.0118
9,118.6657,0.0292
10,217.192,0.0344
11,288.2185,0.0425
12,362.4144,0.0828
13,448.3792,0.12
14,459.8828,0.1241
15,460.7726,0.1241
16,461.7562,0.1241
17,462.8299,0.1241
18,468.8614,0.1243
19,504.8464,0.1399
20,519.1148,0.1475
21,614.9385,0.1763
22,695.0195,0.19
23,756.0697,0.2025
24,864.7367,0.243
25,930.807,0.2623
26,941.8734,0.2648
27,970.5593,0.2659
28,982.0192,0.2693
29,983.1438,0.2693
30,985.3949,0.2693
31,1006.4286,0.2742
32,1007.3593,0.2742
33,1008.2412,0.2742
34,1012.4149,0.2743
35,1043.3945,0.2805
36,1117.7616,0.3069
37,1188.855,0.3387
38,1209.8934,0.3486
39,1230.891,0.3533
40,1241.8771,0.3687
41,1242.7683,0.3687
42,1243.6422,0.3687
43,1244.5231,0.3687
44,1245.4408,0.3687
45,1246.485,0.3687
46,1249.1152,0.3688
47,1250.0335,0.3688
48,1293.1774,0.391
49,1374.153,0.4176
50,1405.7534,0.4194
51,1421.6653,0.4232
52,1432.1298,0.4233
53,1433.0265,0.4233
54,1433.9047,0.4233
55,1434.8036,0.4233
56,1435.7416,0.4233
57,1436.6438,0.4233
58,1437.5578,0.4233
59,1438.6105,0.4233
60,1499.9794,0.4336
61,1591.0348,0.4611
62,1627.9208,0.4665
63,1628.9603,0.4665
64,1629.972,0.4665
65,1630.7938,0.4665
66,1631.542,0.4665
67,1632.2303,0.4665
68,1632.98,0.4665
69,1633.8294,0.4665
70,1674.7349,0.4721
71,1725.7215,0.4793
72,1791.7843,0.4848
73,1862.8407,0.5093
74,1873.8676,0.5094
75,1874.9086,0.5094
76,1875.9249,0.5094
77,1876.8832,0.5094
78,1877.859,0.5094
79,1878.8712,0.5094
80,1879.9314,0.5094
81,1881.0543,0.5094
82,1932.1166,0.5135
83,1998.0574,0.5174
84,2053.882,0.5214
85,2139.8321,0.5411
86,2170.9219,0.5433
87,2206.9243,0.5453
88,2283.3968,0.5467
89,2338.9255,0.5483
