step,tx_cost,fulfill
1,0.0,0.0
2,127.37463,0.0
3,210.06088,0.0
4,338.91815,0.0
5,434.08588,0.0
6,567.15405,0.0
7,664.6811,0.2
8,791.60364,0.2
9,894.6987,0.2
10,1011.9266,0.2
11,1112.5687,0.2
12,1246.2108,0.2
13,1350.2606,0.2
14,1472.764,0.2
15,1579.2405,0.2
16,1718.7717,0.2
17,1835.5372,0.2
18,1974.8734,0.2
19,2095.2378,0.2
20,2224.011,0.2
21,2335.6765,0.2
22,2460.1118,0.2
23,2572.299,0.2
24,2700.6074,0.2
25,2822.337,0.2
26,2952.9116,0.2
27,3081.801,0.2
28,3210.884,0.2
29,3336.1055,0.2
30,3462.4106,0.3
31,3595.8762,0.3
32,3730.5537,0.3
33,3865.6526,0.3
34,4001.4856,0.3
35,4138.131,0.4
36,4280.171,0.4
37,4422.016,0.4
38,4563.8076,0.4
39,4700.7754,0.4
40,4831.1406,0.4
41,4967.0723,0.4
42,5102.0005,0.4
43,5238.293,0.4
44,5379.009,0.4
45,5524.256,0.4
46,5668.421,0.4
47,5805.849,0.4
48,5953.3223,0.4
49,6095.074,0.4
50,6234.494,0.4
51,6373.7056,0.4
52,6513.657,0.4
53,6651.768,0.4
54,6790.128,0.4
55,6935.132,0.4
56,7071.0664,0.4
57,7210.9106,0.4
58,7343.0684,0.4
59,7478.238,0.4
60,7615.437,0.4
61,7755.8994,0.4
62,7894.85,0.4
63,8030.477,0.4
64,8160.258,0.4
65,8302.053,0.4
66,8435.486,0.4
67,8573.413,0.4
68,8704.408,0.4
69,8838.647,0.4
70,8965.291,0.4
71,9097.979,0.4
72,9230.265,0.4
73,9358.144,0.4
74,9487.175,0.4
75,9621.634,0.4
76,9759.588,0.4
77,9886.082,0.4
78,10019.222,0.4
79,10145.466,0.4
80,10272.578,0.4
81,10390.537,0.4
82,10514.014,0.4
83,10631.362,0.4
84,10756.427,0.4
85,10874.712,0.4
86,10987.896,0.4
87,11099.496,0.4
88,11214.312,0.4
89,11328.354,0.4
90,11438.131,0.4
