step,tx_cost,fulfill
1,725.0,0.0
2,1443.0,0.0
3,2173.0,0.0
4,2911.0,0.0675
5,3643.0,0.1675
6,4372.0,0.225
7,5102.0,0.2966666666666667
8,5842.0,0.3466666666666667
9,6595.0,0.37666666666666665
10,7362.0,0.4058333333333333
11,8129.0,0.45416666666666666
12,8877.0,0.4866666666666667
13,9628.0,0.5175
14,10388.0,0.5425
15,11147.0,0.5566666666666666
16,11914.0,0.5683333333333334
17,12692.0,0.5783333333333334
18,13458.0,0.5833333333333334
19,14226.0,0.5975
20,15000.0,0.6116666666666667
21,15763.0,0.6125
22,16552.0,0.6258333333333334
23,17337.0,0.645
24,18129.0,0.6591666666666667
25,18912.0,0.6916666666666667
26,19694.0,0.7383333333333333
27,20477.0,0.765
28,21271.0,0.7975
29,22074.0,0.8133333333333334
30,22871.0,0.8375
