step,tx_cost,fulfill
1,0.0,0.0
2,529.3441,0.0
3,988.37604,0.0
4,1177.0278,0.0
5,1634.1011,0.0
6,2123.3215,0.0
7,2594.1824,0.0
8,3103.3787,0.0
9,3523.6533,0.0
10,3729.6655,0.0
11,4182.0703,0.0
12,4627.4287,0.0
13,5086.8086,0.0
14,5568.03,0.0
15,5996.069,0.0
16,6266.831,0.0
17,6727.776,0.0
18,7194.525,0.0
19,7680.727,0.0
20,8169.7383,0.0
21,8615.899,0.0025
22,8934.171,0.0025
23,9394.295,0.005
24,9850.589,0.0075
25,10303.347,0.0075
26,10779.038,0.0075
27,11205.366,0.0075
28,11547.884,0.0075
29,11967.618,0.0075
30,12405.24,0.0075
31,12853.346,0.015
32,13320.192,0.02
33,13768.113,0.02
34,14137.586,0.02
35,14558.706,0.02
36,15017.721,0.0225
37,15481.789,0.0225
38,15958.855,0.0225
39,16406.17,0.0275
40,16807.896,0.0275
41,17233.383,0.0275
42,17674.877,0.0275
43,18123.047,0.03
44,18585.213,0.0325
45,19056.963,0.035
46,19504.324,0.0375
47,19949.78,0.0375
48,20418.967,0.0375
49,20865.088,0.0375
50,21328.05,0.0375
51,21785.79,0.0425
52,22213.096,0.045
53,22639.955,0.045
54,23097.332,0.045
55,23561.273,0.0475
56,24031.967,0.05
57,24485.65,0.055
58,24937.557,0.0575
59,25391.13,0.0575
60,25847.236,0.06
61,26273.012,0.0625
62,26723.5,0.0675
63,27144.014,0.0725
64,27608.553,0.08
65,28054.867,0.0825
66,28505.166,0.0825
67,28971.436,0.0825
68,29426.816,0.09
69,29879.338,0.095
70,30361.39,0.095
71,30817.83,0.1025
72,31271.672,0.11
73,31722.994,0.1175
74,32186.863,0.12
75,32639.58,0.1225
76,33112.68,0.13
77,33577.863,0.135
78,34038.176,0.14
79,34472.215,0.1475
80,34914.418,0.1575
81,35366.8,0.165
82,35826.527,0.1675
83,36278.766,0.17
84,36726.65,0.17
85,37155.316,0.175
86,37603.508,0.185
87,38028.797,0.1875
88,38479.152,0.1925
89,38906.582,0.2025
90,39351.824,0.205
