step,tx_cost,fulfill
1,48.916294,0.0
2,95.1942,0.0
3,116.64818,0.0
4,137.79202,0.0
5,159.32526,0.0
6,180.4924,0.0
7,225.74345,0.0
8,271.31924,0.05
9,292.7224,0.05
10,313.52487,0.05
11,333.77655,0.075
12,353.98138,0.1
13,380.25882,0.125
14,407.3732,0.125
15,422.59787,0.15
16,438.63943,0.15
17,455.20123,0.15
18,471.54364,0.15
19,495.1372,0.225
20,520.5014,0.225
21,535.4514,0.225
22,551.4841,0.225
23,567.8342,0.225
24,584.02484,0.225
25,607.55536,0.25
26,632.6087,0.25
27,647.242,0.3
28,661.15216,0.3
29,673.8051,0.3
30,685.2319,0.3
31,700.8142,0.3
32,717.24945,0.3
33,726.5047,0.3
34,735.16315,0.3
35,742.71277,0.3
36,749.19305,0.3
37,760.1381,0.3
38,772.77014,0.3
39,778.5954,0.3
40,784.2877,0.3
41,790.412,0.3
42,797.2238,0.3
43,810.4905,0.3
44,827.269,0.3
45,836.5953,0.325
46,846.6211,0.325
47,856.733,0.325
48,866.20685,0.325
49,885.2354,0.35
50,907.185,0.35
51,917.5124,0.35
52,928.35175,0.35
53,939.3765,0.35
54,949.8166,0.35
55,966.26514,0.35
56,986.02094,0.375
57,996.4258,0.375
58,1006.0303,0.375
59,1015.15436,0.375
60,1023.2882,0.375
61,1037.3875,0.375
62,1052.3844,0.375
63,1060.5985,0.4
64,1068.7882,0.4
65,1076.9122,0.4
66,1085.0815,0.4
67,1097.883,0.4
68,1112.7866,0.4
69,1119.4128,0.425
70,1125.5709,0.425
71,1130.8752,0.425
72,1135.7908,0.425
73,1147.9032,0.425
74,1163.5187,0.425
75,1169.9418,0.425
76,1177.2703,0.425
77,1184.9205,0.425
78,1192.3558,0.425
79,1208.9001,0.425
80,1228.2625,0.425
81,1235.3877,0.425
82,1243.0243,0.425
83,1250.9349,0.425
84,1258.906,0.425
85,1277.2307,0.425
86,1298.0361,0.425
87,1305.3397,0.425
88,1311.9496,0.425
89,1317.9938,0.425
90,1323.246,0.425
91,1336.7014,0.425
92,1352.7555,0.425
93,1357.6152,0.425
94,1363.2819,0.425
95,1369.5488,0.425
96,1375.8558,0.425
97,1386.5774,0.425
98,1399.3059,0.45
99,1405.1941,0.45
100,1411.3433,0.45
101,1418.1312,0.45
102,1425.5518,0.45
103,1442.1516,0.45
104,1463.405,0.45
105,1473.7445,0.45
106,1484.7112,0.45
107,1496.6041,0.45
108,1509.8835,0.45
109,1532.3243,0.45
