step,tx_cost,fulfill
1,9.544132,0.0
2,14.611286,0.0
3,17.86703,0.0
4,21.749054,0.0
5,26.329546,0.0
6,32.028687,0.0
7,40.707657,0.0
8,46.73668,0.0
9,53.510975,0.0
10,60.944004,0.0
11,68.99315,0.0
12,77.302444,0.0
13,85.701195,0.0
14,92.77423,0.0
15,96.970436,0.0
16,100.970436,0.0
17,105.13274,0.0
18,108.98552,0.0125
19,112.59435,0.0125
20,115.87262,0.0125
21,119.297264,0.0125
22,122.818344,0.0125
23,125.53215,0.0125
24,127.79726,0.0125
25,130.2425,0.0125
26,132.71742,0.0125
27,135.01886,0.0125
28,136.9336,0.0125
29,138.80707,0.0125
30,141.05016,0.0125
31,143.47522,0.0125
32,146.19995,0.0125
33,149.1304,0.0125
34,151.84726,0.0125
35,154.05661,0.0125
36,155.64363,0.0125
37,156.59325,0.0125
38,157.07521,0.0125
39,157.44699,0.0125
40,157.79446,0.0125
41,157.94344,0.0125
42,157.94344,0.0125
43,159.47697,0.0125
44,159.47697,0.0125
45,159.47697,0.0125
46,160.10638,0.0125
47,161.38095,0.0125
48,163.20235,0.0125
49,168.19624,0.0125
50,171.63794,0.0125
51,175.6478,0.0125
52,179.9958,0.025
53,184.42342,0.0625
54,188.58037,0.0875
55,192.85756,0.0875
56,195.95381,0.0875
57,199.09056,0.1
58,202.11668,0.1
59,204.82753,0.1
60,206.95634,0.1125
61,208.82542,0.1125
62,208.8944,0.1125
63,208.8944,0.1125
64,208.8944,0.1125
65,208.8944,0.1125
66,208.8944,0.1125
67,211.65195,0.1125
68,211.65195,0.1125
69,211.65195,0.1125
70,211.65195,0.1125
71,211.65195,0.1125
72,211.65195,0.1125
73,214.361,0.1125
74,214.361,0.1125
75,214.361,0.1125
76,214.361,0.1125
77,214.361,0.1125
78,214.361,0.1125
79,214.61708,0.1125
80,214.61708,0.1125
81,214.69249,0.1125
82,215.56389,0.1125
83,217.23814,0.125
84,219.56212,0.15
85,222.94838,0.15
86,225.92125,0.15
87,228.96684,0.1625
88,231.92395,0.1625
89,234.5984,0.1625
90,236.76102,0.1875
91,241.83778,0.1875
92,243.19469,0.1875
93,243.37958,0.1875
94,243.63135,0.1875
95,244.2883,0.1875
96,245.23952,0.1875
97,248.10585,0.1875
98,249.15764,0.1875
99,250.19002,0.1875
100,251.22536,0.1875
101,252.29066,0.1875
102,253.59224,0.1875
103,254.97272,0.1875
104,256.2809,0.1875
105,257.8896,0.1875
106,259.99802,0.1875
107,262.3049,0.1875
108,264.55246,0.1875
109,266.4467,0.1875
110,268.12912,0.1875
111,269.4676,0.1875
112,270.83475,0.1875
113,272.53864,0.1875
114,274.24423,0.1875
115,275.5953,0.1875
116,276.7591,0.1875
117,277.69144,0.1875
118,278.35294,0.1875
119,278.68726,0.1875
120,278.68726,0.1875
121,278.68726,0.1875
122,278.68726,0.1875
123,278.68726,0.1875
124,278.68726,0.1875
125,279.31586,0.1875
