Tx_Cost,Fulfill,Comp_Time,thes
222661.8001302083,0.8,95.7125,15.0
346446.3034188034,0.8,94.0875,20.0
432818.49500868056,0.8,93.1875,25.0
649440.4947916666,0.8,93.425,30.0
