Tx_Cost,Fulfill,Comp_Time,thes
53422.314453125,0.8,69.625,15.0
72582.29709201389,0.8,69.9,20.0
91071.79090711803,0.8,69.6375,25.0
116163.70442708331,0.8,69.55,30.0
