Tx_Cost,Fulfill,Comp_Time,thes
61737.79296875,0.8,121.725,15.0
77914.72439236111,0.8,119.65,20.0
103165.24929470486,0.8,122.1,25.0
133297.10286458334,0.8,126.0375,30.0
