Tx_Cost,Fulfill,Comp_Time,thes
5355.902431970146,0.8,3000.0,15.0
3876.788712130375,0.8,3000.0,20.0
3371.154386522545,0.8,3000.0,25.0
4151.5587698226245,0.8,3000.0,30.0
