Tx_Cost,Fulfill,Comp_Time,thes
100900.0,0.8,71.6,15.0
186472.22222222225,0.8,71.1625,20.0
284805.5555555556,0.8,71.075,25.0
455778.4615384616,0.8,68.0375,30.0
