Tx_Cost,Fulfill,Comp_Time,thes
33867.16746794872,0.8,64.95,15.0
43800.044718013465,0.8,68.5,20.0
48534.918891059024,0.8,67.8375,25.0
58696.781412760414,0.8,67.7375,30.0
