Tx_Cost,Fulfill,Comp_Time,thes
13237.279256184896,0.8,68.3,15.0
16830.714246961805,0.8,67.6875,20.0
21853.08837890625,0.8,67.7875,25.0
32771.56778971354,0.8,68.55,30.0
