Tx_Cost,Fulfill,Comp_Time,thes
71949.8046875,0.8,144.9,15.0
91861.02430555556,0.8,143.525,20.0
124762.72243923612,0.8,146.6125,25.0
172301.31048387097,0.8,154.3125,30.0
