Tx_Cost,Fulfill,Comp_Time,thes
136739.83974358975,0.8,66.9375,15.0
226694.94357638888,0.8,66.9125,20.0
349161.8856837607,0.8,67.0625,25.0
569151.3020833334,0.8,67.0625,30.0
