Tx_Cost,Fulfill,Comp_Time,thes
119852.98665364584,0.8,68.65,15.0
169551.35633680556,0.8,68.15,20.0
293383.3550347222,0.8,68.1125,25.0
458864.6484375,0.8,68.1875,30.0
