Tx_Cost,Fulfill,Comp_Time,thes
35732.624347415585,0.8,104.3375,15.0
50355.55722194728,0.8,104.25,20.0
67597.3397693846,0.8,103.6375,25.0
121078.70177897136,0.8,109.7125,30.0
