Tx_Cost,Fulfill,Comp_Time,thes
67050.0,0.8,71.15,15.0
121835.21367521369,0.8,66.95,20.0
164055.55555555556,0.8,70.225,25.0
294916.6666666667,0.8,70.425,30.0
