Tx_Cost,Fulfill,Comp_Time,thes
40131.73399496231,0.8,88.95,15.0
59429.32816626319,0.8,89.975,20.0
70969.61627232391,0.8,90.5125,25.0
103680.365280878,0.8,94.4375,30.0
