Tx_Cost,Fulfill,Comp_Time,thes
58016.21826171875,0.8,72.15,15.0
74764.83127170139,0.8,72.3875,20.0
98714.28019205728,0.8,72.425,25.0
107089.32373046876,0.8,72.875,30.0
