Tx_Cost,Fulfill,Comp_Time,thes
191911.8326822917,0.8,87.675,15.0
301982.7473958333,0.8,87.5375,20.0
476184.3532986111,0.8,87.25,25.0
692487.6953125,0.8,87.25,30.0
