Tx_Cost,Fulfill,Comp_Time,thes
36642.70700683592,0.8,875.7875,15.0
44400.915423768914,0.8,863.3625,20.0
44071.36983989197,0.8,875.8,25.0
52756.97518807871,0.8,875.8125,30.0
