Tx_Cost,Fulfill,Comp_Time,thes
50072.7838812934,0.8,667.175,15.0
64346.33426339287,0.8,654.775,20.0
79614.04554094587,0.8,654.7875,25.0
92301.30897739956,0.8,654.8375,30.0
