Tx_Cost,Fulfill,Comp_Time,thes
22046.504407051285,0.8,78.6375,15.0
29471.01228632479,0.8,78.325,20.0
38162.01255341881,0.8,77.9875,25.0
42449.430338541664,0.8,77.9875,30.0
