Tx_Cost,Fulfill,Comp_Time,thes
2533.187344425411,0.8,3000.0,15.0
1741.4982353636556,0.8,3000.0,20.0
1703.540393081649,0.8,3000.0,25.0
3029.21563875283,0.8,3000.0,30.0
