Tx_Cost,Fulfill,Comp_Time,thes
76814.01442307692,0.8,62.9375,15.0
140297.3611111111,0.8,62.9875,20.0
225766.6286892361,0.8,66.625,25.0
306694.0064102564,0.8,66.1125,30.0
