Tx_Cost,Fulfill,Comp_Time,thes
153412.5,0.8,75.7125,15.0
225888.88888888888,0.8,74.325,20.0
379152.77777777775,0.8,73.6125,25.0
700550.0,0.8,73.85,30.0
