Tx_Cost,Fulfill,Comp_Time,thes
34202.02144582649,0.8,764.8,15.0
48124.047526041686,0.8,777.1125,20.0
56826.85151752673,0.8,764.8,25.0
81839.10014648439,0.8,814.1875,30.0
