Tx_Cost,Fulfill,Comp_Time,thes
347993.8802083333,0.8,126.2,15.0
557512.3931623931,0.8,123.65,20.0
788005.1540798611,0.8,124.0875,25.0
1129900.6510416667,0.8,123.35,30.0
