Tx_Cost,Fulfill,Comp_Time,thes
42190.88134765625,0.8,68.475,15.0
67448.01974826389,0.8,68.5625,20.0
77527.08604600694,0.8,68.2875,25.0
84981.90705128205,0.8,68.075,30.0
