Tx_Cost,Fulfill,Comp_Time,thes
67963.07692307692,0.8,66.4375,15.0
118416.41025641024,0.8,66.4125,20.0
199131.6239316239,0.8,66.2125,25.0
309025.0,0.8,69.475,30.0
