Tx_Cost,Fulfill,Comp_Time,thes
46275.883556547626,0.8,139.6625,15.0
60202.963789682544,0.8,138.725,20.0
75007.75049603176,0.8,136.75,25.0
94142.6711309524,0.8,140.4125,30.0
