Tx_Cost,Fulfill,Comp_Time,thes
214355.9895833333,0.8,95.625,15.0
336953.7543402777,0.8,94.4,20.0
557392.6323784722,0.8,95.3625,25.0
770400.9114583334,0.8,93.7375,30.0
