Tx_Cost,Fulfill,Comp_Time,thes
13652.913032945737,0.8,176.7,15.0
18145.794977390186,0.8,176.525,20.0
22152.394218346253,0.8,176.3875,25.0
24504.213602228683,0.8,180.8,30.0
