Tx_Cost,Fulfill,Comp_Time,thes
73318.13151041667,0.8,70.1125,15.0
162911.61024305556,0.8,71.075,20.0
240146.66132478637,0.8,67.4,25.0
390065.8012820513,0.8,67.9625,30.0
