Tx_Cost,Fulfill,Comp_Time,thes
27482.03025512694,0.8,875.7875,15.0
35912.50512216604,0.8,863.3625,20.0
54201.52420770555,0.8,875.8,25.0
63514.17639596122,0.8,875.8125,30.0
