Tx_Cost,Fulfill,Comp_Time,thes
2413.1271520068844,0.8,3000.0,15.0
2455.3459447289747,0.8,3000.0,20.0
2275.892585944736,0.8,3000.0,25.0
2553.4165344239414,0.8,3000.0,30.0
