Tx_Cost,Fulfill,Comp_Time,thes
76924.43910256411,0.8,63.425,15.0
135252.77777777778,0.8,63.1125,20.0
194642.53209175085,0.8,66.675,25.0
237325.439453125,0.8,66.5,30.0
