Tx_Cost,Fulfill,Comp_Time,thes
41452.8508605957,0.8,385.0875,15.0
55253.41788736981,0.8,384.0,20.0
68606.31612141927,0.8,384.9,25.0
77336.59805297853,0.8,388.05,30.0
