Tx_Cost,Fulfill,Comp_Time,thes
16557.523600260418,0.8,72.6625,15.0
24682.44900173611,0.8,72.925,20.0
29755.164252387152,0.8,72.8375,25.0
38763.19580078125,0.8,73.5625,30.0
