step,tx_cost,fulfill
1,70.87029,0.0
2,143.17097,0.0
3,179.51941,0.0
4,215.1331,0.0
5,251.71883,0.0
6,287.08676,0.0
7,365.24167,0.03333333333333333
8,430.38336,0.03333333333333333
9,464.1204,0.041666666666666664
10,497.26917,0.05
11,527.57,0.05
12,555.0424,0.05
13,609.2562,0.11666666666666667
14,645.6238,0.13333333333333333
15,666.92645,0.15
16,688.647,0.15
17,706.4343,0.15
18,719.02277,0.15
19,752.82153,0.16666666666666666
20,780.3863,0.18333333333333332
21,789.8305,0.19166666666666668
22,796.89685,0.19166666666666668
23,803.89685,0.19166666666666668
24,810.90906,0.20833333333333334
25,831.7751,0.21666666666666667
26,850.0146,0.21666666666666667
27,864.3892,0.21666666666666667
28,881.2275,0.23333333333333334
29,897.14185,0.23333333333333334
30,911.5816,0.23333333333333334
31,947.0752,0.23333333333333334
32,973.7334,0.25833333333333336
33,986.00244,0.3
34,998.8855,0.31666666666666665
35,1015.57367,0.35833333333333334
36,1035.7017,0.35833333333333334
37,1075.7584,0.375
38,1106.7826,0.38333333333333336
39,1120.7826,0.4083333333333333
40,1134.863,0.4166666666666667
41,1147.8009,0.43333333333333335
42,1161.056,0.4583333333333333
43,1187.4043,0.48333333333333334
44,1210.3053,0.5
45,1221.3008,0.5
46,1230.8792,0.5
47,1241.0881,0.5
48,1252.262,0.5083333333333333
49,1276.5054,0.5166666666666667
50,1302.2322,0.5416666666666666
51,1318.2676,0.5416666666666666
52,1332.485,0.55
53,1347.0806,0.5666666666666667
54,1362.4602,0.6083333333333333
55,1388.161,0.6416666666666667
56,1412.2688,0.6833333333333333
57,1430.5797,0.7083333333333334
58,1451.5513,0.7333333333333333
59,1473.4014,0.7833333333333333
60,1493.8206,0.8
61,1519.6182,0.8083333333333333
