step,tx_cost,fulfill
1,0.0,0.0
2,1503.2997,0.0
3,2874.1938,0.0
4,3267.5789,0.0
5,4529.2705,0.0
6,5876.552,0.03125
7,7195.537,0.0625
8,8615.513,0.09375
9,9758.968,0.11875
10,10241.068,0.13125
11,11542.911,0.1625
12,12850.341,0.19375
13,14181.184,0.23125
14,15549.404,0.2625
15,16764.568,0.275
16,17536.238,0.275
17,18923.418,0.3125
18,20312.87,0.31875
19,21699.393,0.375
20,23169.078,0.40625
21,24566.701,0.4375
22,25594.404,0.44375
23,27089.02,0.4625
24,28460.934,0.5
25,29765.771,0.55
26,31229.695,0.625
27,32622.068,0.64375
28,33820.13,0.66875
29,35262.426,0.6875
30,36600.203,0.7125
31,37906.15,0.76875
32,39336.04,0.78125
33,40699.02,0.8125
34,41883.832,0.81875
