step,tx_cost,fulfill
1,91.89865,0.0
2,184.4801,0.0
3,235.21004,0.0
4,287.10864,0.0
5,339.1085,0.0
6,388.84195,0.0
7,490.507,0.0125
8,578.0249,0.0875
9,627.49023,0.1125
10,676.042,0.2125
11,719.13776,0.225
12,756.42535,0.2625
13,806.8916,0.35
14,849.4724,0.3625
15,880.33997,0.375
16,907.215,0.3875
17,932.0059,0.4
18,958.39606,0.4
19,1008.75635,0.45
20,1053.0695,0.475
21,1073.0459,0.5
22,1096.3441,0.5125
23,1120.7194,0.5375
24,1142.355,0.5375
25,1204.2183,0.55
26,1263.3932,0.5875
27,1292.6481,0.6375
28,1323.8599,0.6375
29,1356.1984,0.6625
30,1389.0867,0.6875
31,1452.2422,0.7375
32,1506.9707,0.8
33,1536.9202,0.8125
