step,tx_cost,fulfill
1,0.0,0.0
2,492.20285,0.0
3,860.70306,0.0
4,1117.9081,0.0
5,1464.5553,0.0
6,1926.0703,0.05
7,2265.8132,0.05
8,2751.64,0.1
9,3100.1433,0.1
10,3383.4534,0.1
11,3732.6216,0.1
12,4149.7603,0.175
13,4491.1875,0.225
14,4917.024,0.25
15,5287.609,0.3
16,5630.245,0.325
17,6053.005,0.375
18,6489.358,0.375
19,6896.056,0.375
20,7360.922,0.425
21,7794.287,0.425
22,8179.583,0.425
23,8578.93,0.475
24,9031.75,0.5
25,9448.947,0.575
26,9876.022,0.675
27,10228.18,0.725
28,10605.04,0.75
29,10976.939,0.75
30,11385.491,0.75
31,11835.378,0.8
32,12310.779,0.825
