step,tx_cost,fulfill
0,0.106,0.0
1,8.1787,0.0034
2,9.0243,0.0035
3,34.8296,0.0101
4,73.2231,0.0191
5,127.875,0.0249
6,147.8993,0.0411
7,202.6127,0.0664
8,217.6242,0.0666
9,227.6101,0.0668
10,227.6199,0.0668
11,242.6317,0.0693
12,264.5999,0.0883
13,314.5246,0.1166
14,362.5299,0.1223
15,397.5443,0.1319
16,412.8703,0.1321
17,422.8591,0.1323
18,444.1438,0.1425
19,499.3777,0.1661
20,539.3858,0.1765
21,564.3446,0.1795
22,594.8749,0.1807
23,629.8854,0.1897
24,639.8987,0.1917
25,654.8773,0.2026
26,688.0904,0.2051
27,748.0272,0.2083
28,763.0374,0.2085
29,798.0486,0.2154
30,827.6366,0.2293
31,842.6479,0.237
32,842.6596,0.237
33,877.6691,0.2503
34,919.5123,0.2593
35,946.1271,0.2671
36,970.7237,0.2756
37,1000.7428,0.2818
38,1012.7896,0.2893
39,1027.7674,0.2976
40,1032.7765,0.2977
41,1042.7879,0.2978
42,1069.5738,0.3091
43,1109.5281,0.335
44,1156.1326,0.339
45,1211.1489,0.3492
46,1253.796,0.3554
47,1273.792,0.3587
48,1297.3452,0.3683
49,1332.022,0.3815
50,1366.9867,0.3864
51,1391.9548,0.3934
52,1413.9872,0.3955
53,1442.9473,0.3957
54,1448.4952,0.3964
55,1468.491,0.4128
56,1497.4647,0.4219
57,1532.445,0.4269
58,1542.4552,0.436
59,1562.9869,0.4452
60,1590.1535,0.4537
61,1610.1648,0.4644
62,1620.1732,0.4645
63,1640.1864,0.4647
64,1690.1255,0.469
65,1725.1242,0.4747
66,1751.8145,0.4766
67,1787.8212,0.4939
68,1794.7088,0.494
69,1829.6418,0.4977
70,1834.7711,0.4979
71,1849.782,0.5056
72,1880.1576,0.5156
73,1915.1013,0.5261
74,1956.8336,0.5351
75,1986.8488,0.5438
76,2012.3009,0.5451
77,2027.2725,0.5453
78,2069.1432,0.5473
79,2098.6401,0.5577
80,2113.6491,0.558
81,2148.5923,0.5631
82,2181.4305,0.5693
83,2201.442,0.5747
84,2227.0163,0.5776
85,2242.0247,0.5851
86,2276.9713,0.5932
87,2326.9008,0.5936
88,2346.9072,0.5937
89,2391.9123,0.6164
