step,tx_cost,fulfill
1,228.16345,0.0
2,469.27316,0.0
3,693.06696,0.0
4,911.90125,0.06875
5,1130.0544,0.09375
6,1342.777,0.10625
7,1573.9465,0.1375
8,1806.4591,0.14375
9,2023.9994,0.14375
10,2232.499,0.15625
11,2440.2834,0.15625
12,2652.5923,0.1625
13,2872.4502,0.23125
14,3098.9487,0.23125
15,3309.5925,0.24375
16,3528.6611,0.25625
17,3733.187,0.2625
18,3936.344,0.2625
19,4151.7676,0.275
20,4362.3105,0.2875
21,4573.496,0.2875
22,4770.4463,0.2875
23,4977.2812,0.2875
24,5177.244,0.3125
25,5387.1245,0.3625
26,5607.0913,0.43125
27,5821.3066,0.4625
28,6039.914,0.4875
29,6258.9736,0.51875
30,6473.451,0.6
31,6701.355,0.63125
32,6931.5063,0.69375
33,7151.5923,0.71875
34,7358.912,0.75
35,7569.496,0.7625
36,7774.1313,0.7625
37,7994.3394,0.8125
38,8225.201,0.8125
