step,tx_cost,fulfill
0,0.0638,0.0
1,5.7276,0.0
2,25.8177,0.0003
3,25.891,0.0003
4,35.9686,0.0005
5,61.0491,0.0008
6,96.1281,0.0026
7,126.2041,0.0147
8,141.2808,0.0158
9,141.3525,0.0158
10,166.4229,0.0161
11,191.5082,0.0164
12,191.5887,0.0164
13,199.7269,0.0248
14,205.9448,0.0248
15,207.657,0.0253
16,252.734,0.029
17,252.8149,0.029
18,252.8908,0.029
19,252.9698,0.029
20,278.0311,0.0292
21,278.1011,0.0292
22,278.1747,0.0292
23,288.2426,0.0293
24,288.3234,0.0293
25,299.9553,0.0395
26,325.0276,0.0425
27,325.1132,0.0425
28,325.1971,0.0425
29,340.2801,0.0428
30,360.3723,0.0518
31,360.4519,0.0518
32,365.5291,0.0519
33,375.5405,0.052
34,390.6169,0.0565
35,405.6948,0.0591
36,405.7751,0.0591
37,405.854,0.0591
38,405.932,0.0591
39,416.0109,0.0592
40,416.0918,0.0592
41,436.1658,0.0595
42,436.2381,0.0595
43,444.7649,0.062
44,484.8444,0.0744
45,499.9199,0.0773
46,499.9959,0.0773
47,500.0681,0.0773
48,510.1429,0.0854
49,520.224,0.0889
50,520.3069,0.0889
51,535.3984,0.0891
52,535.4842,0.0891
53,550.5639,0.0965
54,580.6452,0.1066
55,585.7269,0.1083
56,585.7957,0.1083
57,585.8715,0.1083
58,625.9524,0.1088
59,636.0261,0.109
60,651.655,0.1104
61,652.6167,0.1106
62,689.8588,0.1207
63,704.9479,0.1232
64,720.0312,0.1235
65,725.1077,0.1235
66,725.183,0.1235
67,755.2538,0.1274
68,780.3194,0.1278
69,785.3945,0.1278
70,785.4745,0.1278
71,785.5555,0.1278
72,800.6367,0.1392
73,825.7146,0.1451
74,835.7894,0.151
75,850.8646,0.1576
76,850.9378,0.1576
77,871.0128,0.1578
78,891.0852,0.1643
79,901.162,0.1703
80,901.2355,0.1703
81,939.9929,0.1916
82,960.0733,0.212
83,965.1539,0.212
84,975.2312,0.2133
85,975.3112,0.2133
86,1015.3895,0.2137
87,1045.4597,0.2141
88,1075.5256,0.2144
89,1080.5782,0.2145
